bar_time,ticks_in_bar,open,high,low,idx_high,idx_low,order,running_hash
2026.07.09 05:29:00,148,1.14268,1.14268,1.14262,0,116,HIGH_FIRST,11546643485897483688
2026.07.09 05:30:00,217,1.14262,1.14269,1.14261,92,22,LOW_FIRST,16683745099836290412
2026.07.09 05:31:00,160,1.14265,1.14269,1.14248,55,119,HIGH_FIRST,6867552190016030803
2026.07.09 05:32:00,141,1.14263,1.14265,1.14257,3,138,HIGH_FIRST,303729704159559268
2026.07.09 05:33:00,172,1.14259,1.14262,1.14252,9,58,HIGH_FIRST,105580102962602988
2026.07.09 05:34:00,143,1.14258,1.14259,1.14246,21,138,HIGH_FIRST,15666085851936646074
2026.07.09 05:35:00,175,1.14247,1.14255,1.14231,15,166,HIGH_FIRST,16161923003599508154
2026.07.09 05:36:00,216,1.14232,1.14250,1.14232,213,0,LOW_FIRST,15270276456425035977
2026.07.09 05:37:00,201,1.14248,1.14253,1.14244,177,59,LOW_FIRST,10786604391620077352
2026.07.09 05:38:00,141,1.14250,1.14258,1.14250,49,0,LOW_FIRST,15546285309698546920
2026.07.09 05:39:00,154,1.14255,1.14256,1.14245,24,137,HIGH_FIRST,6980196656825861049
2026.07.09 05:40:00,205,1.14249,1.14251,1.14240,39,182,HIGH_FIRST,7804879035909128672
2026.07.09 05:41:00,203,1.14240,1.14249,1.14237,136,33,LOW_FIRST,10188876486772195186
2026.07.09 05:42:00,170,1.14246,1.14253,1.14245,78,2,LOW_FIRST,9748065384777048073
2026.07.09 05:43:00,187,1.14249,1.14253,1.14242,4,187,HIGH_FIRST,6298719793396600077
2026.07.09 05:44:00,164,1.14244,1.14250,1.14241,90,16,LOW_FIRST,11363680510303083343
2026.07.09 05:45:00,162,1.14249,1.14265,1.14248,91,3,LOW_FIRST,17029243413771210005
2026.07.09 05:46:00,97,1.14255,1.14263,1.14255,61,0,LOW_FIRST,3363173277208992602
2026.07.09 05:47:00,161,1.14261,1.14271,1.14258,89,32,LOW_FIRST,2948539248836650830
2026.07.09 05:48:00,152,1.14268,1.14269,1.14265,4,35,HIGH_FIRST,10763926140979772152
2026.07.09 05:49:00,228,1.14266,1.14274,1.14264,154,108,LOW_FIRST,3121237067766077078
2026.07.09 05:50:00,181,1.14268,1.14275,1.14265,143,105,LOW_FIRST,15838754524002432162
2026.07.09 05:51:00,196,1.14268,1.14271,1.14258,5,189,HIGH_FIRST,10804178769732272479
2026.07.09 05:52:00,184,1.14258,1.14261,1.14256,34,16,LOW_FIRST,13158413089202712877
2026.07.09 05:53:00,126,1.14260,1.14263,1.14257,113,4,LOW_FIRST,3665470327612439372
2026.07.09 05:54:00,112,1.14261,1.14263,1.14249,3,97,HIGH_FIRST,5933908289467070955
2026.07.09 05:55:00,196,1.14254,1.14260,1.14252,116,11,LOW_FIRST,13081287618702635732
2026.07.09 05:56:00,140,1.14259,1.14259,1.14251,0,127,HIGH_FIRST,7681171264588715474
2026.07.09 05:57:00,108,1.14252,1.14254,1.14247,4,105,HIGH_FIRST,16381885353364930507
2026.07.09 05:58:00,133,1.14247,1.14250,1.14245,121,103,LOW_FIRST,11347968040047478332
2026.07.09 05:59:00,97,1.14248,1.14249,1.14242,9,71,HIGH_FIRST,289407829436582028
2026.07.09 06:00:00,199,1.14244,1.14250,1.14241,199,5,LOW_FIRST,7059583498352737827
