bar_time,ticks_in_bar,open,high,low,idx_high,idx_low,order,running_hash
2026.07.09 14:50:00,20,1.14263,1.14299,1.14249,19,3,LOW_FIRST,16548202910400116842
2026.07.09 14:55:00,20,1.14297,1.14301,1.14282,11,3,LOW_FIRST,1718376322478742668
2026.07.09 15:00:00,20,1.14297,1.14331,1.14297,11,0,LOW_FIRST,16200485568155997111
2026.07.09 15:05:00,20,1.14320,1.14354,1.14304,19,6,LOW_FIRST,12766737594296515439
2026.07.09 15:10:00,20,1.14345,1.14361,1.14329,7,19,HIGH_FIRST,10091928058508276587
2026.07.09 15:15:00,20,1.14340,1.14352,1.14337,3,2,LOW_FIRST,6602444420287223886
2026.07.09 15:20:00,20,1.14347,1.14347,1.14314,0,19,HIGH_FIRST,15758427489550980971
2026.07.09 15:25:00,20,1.14322,1.14331,1.14310,6,14,HIGH_FIRST,2039866234025123884
2026.07.09 15:30:00,20,1.14328,1.14355,1.14317,10,19,HIGH_FIRST,7989328566977727957
2026.07.09 15:35:00,20,1.14330,1.14332,1.14297,2,19,HIGH_FIRST,5349288021393861232
2026.07.09 15:40:00,20,1.14300,1.14314,1.14268,3,18,HIGH_FIRST,8814244121583525524
2026.07.09 15:45:00,20,1.14284,1.14284,1.14256,0,15,HIGH_FIRST,12429341513778772395
2026.07.09 15:50:00,20,1.14268,1.14286,1.14248,11,15,HIGH_FIRST,10757965831318340348
2026.07.09 15:55:00,20,1.14255,1.14278,1.14226,7,15,HIGH_FIRST,12034441879216787119
2026.07.09 16:00:00,20,1.14249,1.14271,1.14238,14,2,LOW_FIRST,6227559632982074663
2026.07.09 16:05:00,20,1.14263,1.14307,1.14255,15,3,LOW_FIRST,7357925843388952641
2026.07.09 16:10:00,20,1.14298,1.14306,1.14278,19,14,LOW_FIRST,2984309874300871052
2026.07.09 16:15:00,20,1.14303,1.14368,1.14303,11,0,LOW_FIRST,6046674550365988793
2026.07.09 16:20:00,20,1.14327,1.14334,1.14306,15,11,LOW_FIRST,10184782519203610774
2026.07.09 16:25:00,20,1.14328,1.14357,1.14326,19,10,LOW_FIRST,14842526781629990787
2026.07.09 16:30:00,20,1.14344,1.14368,1.14315,3,15,HIGH_FIRST,15251631166898109759
2026.07.09 16:35:00,20,1.14328,1.14344,1.14320,14,3,LOW_FIRST,651214730383269841
2026.07.09 16:40:00,20,1.14326,1.14370,1.14320,11,2,LOW_FIRST,10696362702108081875
2026.07.09 16:45:00,20,1.14348,1.14378,1.14334,19,7,LOW_FIRST,9120689270068084823
2026.07.09 16:50:00,20,1.14371,1.14386,1.14352,7,15,HIGH_FIRST,2000902144359834014
2026.07.09 16:55:00,20,1.14360,1.14393,1.14360,19,0,LOW_FIRST,8525031130058233184
2026.07.09 17:00:00,20,1.14393,1.14462,1.14391,19,2,LOW_FIRST,14553575404478114527
2026.07.09 17:05:00,20,1.14458,1.14460,1.14398,2,19,HIGH_FIRST,3689977182963860499
2026.07.09 17:10:00,20,1.14402,1.14428,1.14398,10,2,LOW_FIRST,4120049625626642818
2026.07.09 17:15:00,20,1.14410,1.14411,1.14363,2,19,HIGH_FIRST,12730525649959925023
2026.07.09 17:20:00,20,1.14371,1.14411,1.14368,18,2,LOW_FIRST,936161221727368688
2026.07.09 17:25:00,20,1.14404,1.14406,1.14378,2,7,HIGH_FIRST,5258335601951114586
2026.07.09 17:30:00,20,1.14391,1.14417,1.14358,19,7,LOW_FIRST,6097596926258022298
2026.07.09 17:35:00,20,1.14416,1.14430,1.14373,6,18,HIGH_FIRST,13299546497972046517
2026.07.09 17:40:00,20,1.14381,1.14382,1.14356,2,11,HIGH_FIRST,16470324694441514376
2026.07.09 17:45:00,20,1.14366,1.14371,1.14349,2,10,HIGH_FIRST,11319015365646860864
2026.07.09 17:50:00,20,1.14354,1.14360,1.14329,3,10,HIGH_FIRST,13279326945639894106
2026.07.09 17:55:00,20,1.14334,1.14343,1.14304,15,11,LOW_FIRST,8785538273751132183
2026.07.09 18:00:00,20,1.14329,1.14336,1.14292,2,6,HIGH_FIRST,17340771565703015333
2026.07.09 18:05:00,20,1.14309,1.14361,1.14308,19,2,LOW_FIRST,17042334324521869648
2026.07.09 18:10:00,20,1.14359,1.14362,1.14306,2,18,HIGH_FIRST,9192156091946718379
2026.07.09 18:15:00,20,1.14314,1.14333,1.14296,3,19,HIGH_FIRST,16551496674707341363
2026.07.09 18:20:00,20,1.14306,1.14317,1.14280,19,6,LOW_FIRST,8659151353912028448
2026.07.09 18:25:00,20,1.14310,1.14346,1.14310,10,0,LOW_FIRST,15438929228283167375
2026.07.09 18:30:00,20,1.14332,1.14341,1.14309,2,18,HIGH_FIRST,5983870267261822895
2026.07.09 18:35:00,20,1.14324,1.14335,1.14312,19,11,LOW_FIRST,6374435420190410028
2026.07.09 18:40:00,20,1.14334,1.14376,1.14328,19,2,LOW_FIRST,4648083040474094090
2026.07.09 18:45:00,20,1.14376,1.14389,1.14358,7,3,LOW_FIRST,14769745694674450293
2026.07.09 18:50:00,20,1.14371,1.14407,1.14371,10,0,LOW_FIRST,1840334032346188155
2026.07.09 18:55:00,20,1.14400,1.14403,1.14375,2,18,HIGH_FIRST,6693044321307368366
2026.07.09 19:00:00,20,1.14388,1.14405,1.14386,6,10,HIGH_FIRST,10449972543163730756
2026.07.09 19:05:00,20,1.14399,1.14403,1.14380,2,3,HIGH_FIRST,9880093923017419995
2026.07.09 19:10:00,20,1.14392,1.14405,1.14374,18,7,LOW_FIRST,4955893521288051613
2026.07.09 19:15:00,20,1.14396,1.14414,1.14373,3,15,HIGH_FIRST,12571161585829086441
2026.07.09 19:20:00,20,1.14376,1.14378,1.14358,2,11,HIGH_FIRST,2225846754519258767
2026.07.09 19:25:00,20,1.14364,1.14384,1.14360,18,6,LOW_FIRST,7613313289424082206
2026.07.09 19:30:00,20,1.14371,1.14378,1.14351,14,19,HIGH_FIRST,3291655657125192710
2026.07.09 19:35:00,20,1.14352,1.14399,1.14350,19,2,LOW_FIRST,8906595572024453330
2026.07.09 19:40:00,20,1.14393,1.14407,1.14381,7,2,LOW_FIRST,17890431574496811649
2026.07.09 19:45:00,20,1.14399,1.14409,1.14394,11,10,LOW_FIRST,1268951199386098271
2026.07.09 19:50:00,20,1.14398,1.14401,1.14384,2,6,HIGH_FIRST,3242259895470747825
2026.07.09 19:55:00,20,1.14387,1.14390,1.14364,2,14,HIGH_FIRST,17284459278069094165
2026.07.09 20:00:00,20,1.14368,1.14381,1.14350,6,14,HIGH_FIRST,1915401575512168337
2026.07.09 20:05:00,20,1.14365,1.14375,1.14353,3,10,HIGH_FIRST,555970787481453373
2026.07.09 20:10:00,20,1.14360,1.14369,1.14342,19,3,LOW_FIRST,5112129374602663909
2026.07.09 20:15:00,20,1.14364,1.14398,1.14352,19,3,LOW_FIRST,11617342495897828865
2026.07.09 20:20:00,20,1.14395,1.14408,1.14384,3,10,HIGH_FIRST,12187505636886211553
2026.07.09 20:25:00,20,1.14396,1.14405,1.14390,19,3,LOW_FIRST,16842880803392884479
2026.07.09 20:30:00,20,1.14402,1.14408,1.14381,3,11,HIGH_FIRST,16217131248813852045
2026.07.09 20:35:00,20,1.14386,1.14392,1.14360,10,19,HIGH_FIRST,4240927218680155996
2026.07.09 20:40:00,20,1.14370,1.14371,1.14348,11,3,LOW_FIRST,242331169404112612
2026.07.09 20:45:00,20,1.14369,1.14382,1.14363,14,19,HIGH_FIRST,3115104573991351115
2026.07.09 20:50:00,20,1.14374,1.14383,1.14370,7,19,HIGH_FIRST,10082953572550824705
2026.07.09 20:55:00,20,1.14371,1.14381,1.14366,19,15,LOW_FIRST,795088319275075257
2026.07.09 21:00:00,20,1.14376,1.14383,1.14356,6,11,HIGH_FIRST,10629499866805802706
2026.07.09 21:05:00,20,1.14362,1.14372,1.14354,18,3,LOW_FIRST,3098792613331257819
2026.07.09 21:10:00,20,1.14361,1.14368,1.14347,6,19,HIGH_FIRST,9120075873237602935
2026.07.09 21:15:00,20,1.14350,1.14360,1.14339,3,19,HIGH_FIRST,12885041852060573779
2026.07.09 21:20:00,20,1.14341,1.14345,1.14319,6,11,HIGH_FIRST,10679701521092740278
2026.07.09 21:25:00,20,1.14330,1.14337,1.14318,6,11,HIGH_FIRST,16846525867447364542
2026.07.09 21:30:00,20,1.14321,1.14334,1.14318,18,2,LOW_FIRST,14030978374545740210
2026.07.09 21:35:00,20,1.14325,1.14328,1.14312,2,15,HIGH_FIRST,26636979720121656
2026.07.09 21:40:00,20,1.14315,1.14339,1.14315,15,0,LOW_FIRST,5429985861177786796
2026.07.09 21:45:00,20,1.14332,1.14344,1.14322,19,6,LOW_FIRST,5151386347529038131
2026.07.09 21:50:00,20,1.14343,1.14346,1.14321,2,14,HIGH_FIRST,18272142776596623040
2026.07.09 21:55:00,20,1.14333,1.14342,1.14333,11,0,LOW_FIRST,6389299489580764850
2026.07.09 22:00:00,20,1.14337,1.14346,1.14320,2,15,HIGH_FIRST,14303659187895713803
2026.07.09 22:05:00,20,1.14324,1.14331,1.14312,3,19,HIGH_FIRST,18154284502281584508
2026.07.09 22:10:00,20,1.14315,1.14317,1.14306,19,6,LOW_FIRST,11954481467701157258
